Underlying Exposure Identifier,Loan Identifier,Unique Loan Identifier,Original Underlying Exposure Identifier,Original Obligor Identifier,New Underlying Exposure Identifier,New Obligor Identifier,Origination Dt,Maturity DATE,Original Principal Balance,Current Principal Balance GBP,Current Interest Rate,Original Loan To Value,Current Loan To Value,Current Valuation Amount,Current Valuation Date,Current Valuation Method,Post Code,Region ,Property Type ,tenure,Borrower Age (Youngest),Account Status,Redemption Date,Data Cut-Off Date,Interest Rate Type,Occupancy Type,Amortisation Type,Origination Channel,Purpose,Total Credit Limit,Number of Days in Arrears,Exposure Currency Denomination,Pool Addition Date,Date of Repurchase,Purchase Price,Arrears Balance,Default Amount,Default Date,Allocated Losses,Cumulative Recoveries,Litigation,Deposit Amount,Collateral Currency,Collateral Type,Original Collateral Identifier,New Collateral Identifier,Scheduled Principal Payment Frequency,Scheduled Interest Payment Frequency,Payment Due,Current Interest Rate Index,Current Interest Rate Index Tenor,Current Interest Rate Margin,Interest Rate Reset Interval,Interest Rate Cap,Interest Rate Floor,Prepayment Fee,Principal Grace Period End Date,Credit Impaired Obligor,Resident,Geographic Region Obligor,Employment Status
ORIGINATION-0011,ORIGINATION-0011,SYN-ORIGINATION-0011,ORIGINATION-0011,OBO-ORIGINATION-0011,ORIGINATION-0011-N,OBL-ORIGINATION-0011,30/05/2022,30/05/2041,"94,706.66", £127651.51 ,7.333,0.2177,0.2661,"479,742",30/06/2026,Full survey,CF10 1EP,Wales,Flat / Apartment,Freehold,76,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"99,441.99",0,GBP,30/05/2022,,"435,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0011-COLL-O,ORIGINATION-0011-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Wales,EMUK
ORIGINATION-0012,ORIGINATION-0012,SYN-ORIGINATION-0012,ORIGINATION-0012,OBO-ORIGINATION-0012,ORIGINATION-0012-N,OBL-ORIGINATION-0012,30/01/2019,30/01/2039,"357,506.80", £626691.26 ,7.592,0.3667,0.538,"1,164,748",30/06/2026,Full survey,EH1 1YZ,Scotland,Detached House,Freehold,73,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"375,382.14",0,GBP,30/01/2019,,"975,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0012-COLL-O,ORIGINATION-0012-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Scotland,PNNR
ORIGINATION-0013,ORIGINATION-0013,SYN-ORIGINATION-0013,ORIGINATION-0013,OBO-ORIGINATION-0013,ORIGINATION-0013-N,OBL-ORIGINATION-0013,30/11/2021,30/11/2039,"224,771.13", £299843.22 ,6.304,0.2417,0.2889,"1,038,025",30/06/2026,Full survey,RG1 2DP,South East,Bungalow,Freehold,81,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"236,009.69",0,GBP,30/11/2021,,"930,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0013-COLL-O,ORIGINATION-0013-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,South East,SFEM
ORIGINATION-0014,ORIGINATION-0014,SYN-ORIGINATION-0014,ORIGINATION-0014,OBO-ORIGINATION-0014,ORIGINATION-0014-N,OBL-ORIGINATION-0014,30/05/2024,30/05/2047,"490,723.93", £565240.94 ,6.805,0.4194,0.4596,"1,229,926",30/06/2026,Full survey,EH1 1YZ,Scotland,Bungalow,LEASEHOLD,79,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"515,260.13",0,GBP,30/05/2024,,"1,170,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0014-COLL-O,ORIGINATION-0014-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Scotland,PNNR
ORIGINATION-0015,ORIGINATION-0015,SYN-ORIGINATION-0015,ORIGINATION-0015,OBO-ORIGINATION-0015,ORIGINATION-0015-N,OBL-ORIGINATION-0015,30/09/2022,30/09/2037,"189,844.18", £239759.09 ,6.241,0.463,0.5345,"448,571",30/06/2026,Full survey,BS1 5AH,South West,Flat / Apartment,Freehold,88,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"199,336.39",0,GBP,30/09/2022,,"410,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0015-COLL-O,ORIGINATION-0015-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,South West,PNNR
ORIGINATION-0016,ORIGINATION-0016,SYN-ORIGINATION-0016,ORIGINATION-0016,OBO-ORIGINATION-0016,ORIGINATION-0016-N,OBL-ORIGINATION-0016,30/04/2020,30/04/2043,"553,859.54", £870088.39 ,7.347,0.4775,0.647,"1,344,836",30/06/2026,Full survey,M1 1AE,North West,Bungalow,Freehold,86,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"581,552.52",0,GBP,30/04/2020,,"1,160,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0016-COLL-O,ORIGINATION-0016-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,North West,PNNR
ORIGINATION-0017,ORIGINATION-0017,SYN-ORIGINATION-0017,ORIGINATION-0017,OBO-ORIGINATION-0017,ORIGINATION-0017-N,OBL-ORIGINATION-0017,30/12/2019,30/12/2037,"328,553.62", £517273.62 ,7.003,0.4532,0.6105,"847,267",30/06/2026,Full survey,NG1 5FS,East Midlands,Bungalow,Freehold,84,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"344,981.30",0,GBP,30/12/2019,,"725,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0017-COLL-O,ORIGINATION-0017-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East Midlands,PNNR
ORIGINATION-0018,ORIGINATION-0018,SYN-ORIGINATION-0018,ORIGINATION-0018,OBO-ORIGINATION-0018,ORIGINATION-0018-N,OBL-ORIGINATION-0018,30/06/2018,30/06/2043,"74,107.65", £129609.75 ,7.008,0.2117,0.3057,"424,003",30/06/2026,Full survey,CF10 1EP,Wales,Detached House,Freehold,66,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"77,813.03",0,GBP,30/06/2018,,"350,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0018-COLL-O,ORIGINATION-0018-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Wales,EMUK
ORIGINATION-0019,ORIGINATION-0019,SYN-ORIGINATION-0019,ORIGINATION-0019,OBO-ORIGINATION-0019,ORIGINATION-0019-N,OBL-ORIGINATION-0019,30/05/2020,30/05/2038,"163,728.22", £267193.44 ,8.078,0.3275,0.4619,"578,514",30/06/2026,Full survey,NG1 5FS,East Midlands,Flat / Apartment,Freehold,77,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"171,914.63",0,GBP,30/05/2020,,"500,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0019-COLL-O,ORIGINATION-0019-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East Midlands,SFEM
ORIGINATION-0020,ORIGINATION-0020,SYN-ORIGINATION-0020,ORIGINATION-0020,OBO-ORIGINATION-0020,ORIGINATION-0020-N,OBL-ORIGINATION-0020,30/10/2021,30/10/2038,"222,153.55", £301077.84 ,6.532,0.3291,0.3988,"754,912",30/06/2026,Full survey,SW1A 1AA,London,Detached House,Freehold,77,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"233,261.23",0,GBP,30/10/2021,,"675,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0020-COLL-O,ORIGINATION-0020-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,London,EMUK
ORIGINATION-0021,ORIGINATION-0021,SYN-ORIGINATION-0021,ORIGINATION-0021,OBO-ORIGINATION-0021,ORIGINATION-0021-N,OBL-ORIGINATION-0021,30/12/2020,30/12/2034,"128,414.84", £182933.13 ,6.451,0.2822,0.3524,"519,136",30/06/2026,Full survey,M1 1AE,North West,Bungalow,Freehold,70,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"134,835.58",0,GBP,30/12/2020,,"455,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0021-COLL-O,ORIGINATION-0021-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,North West,PNNR
ORIGINATION-0022,ORIGINATION-0022,SYN-ORIGINATION-0022,ORIGINATION-0022,OBO-ORIGINATION-0022,ORIGINATION-0022-N,OBL-ORIGINATION-0022,30/09/2020,30/09/2038,"188,341.58", £275614.95 ,6.64,0.2399,0.3059,"901,037",30/06/2026,Full survey,B1 1AA,West Midlands,Semi Detached,Freehold,90,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"197,758.66",0,GBP,30/09/2020,,"785,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0022-COLL-O,ORIGINATION-0022-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,West Midlands,PNNR
ORIGINATION-0023,ORIGINATION-0023,SYN-ORIGINATION-0023,ORIGINATION-0023,OBO-ORIGINATION-0023,ORIGINATION-0023-N,OBL-ORIGINATION-0023,30/08/2019,30/08/2036,"88,836.30", £137765.01 ,6.438,0.4132,0.5439,"253,275",30/06/2026,Full survey,M1 1AE,North West,Bungalow,Freehold,65,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"93,278.12",0,GBP,30/08/2019,,"215,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0023-COLL-O,ORIGINATION-0023-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,North West,EMUK
ORIGINATION-0024,ORIGINATION-0024,SYN-ORIGINATION-0024,ORIGINATION-0024,OBO-ORIGINATION-0024,ORIGINATION-0024-N,OBL-ORIGINATION-0024,30/03/2019,30/03/2042,"254,414.15", £398685.05 ,6.212,0.3609,0.4753,"838,843",30/06/2026,Full survey,NG1 5FS,East Midlands,Semi Detached,Freehold,82,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"267,134.86",0,GBP,30/03/2019,,"705,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0024-COLL-O,ORIGINATION-0024-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East Midlands,PNNR
ORIGINATION-0025,ORIGINATION-0025,SYN-ORIGINATION-0025,ORIGINATION-0025,OBO-ORIGINATION-0025,ORIGINATION-0025-N,OBL-ORIGINATION-0025,30/11/2025,30/11/2049,"118,119.82", £124231.26 ,8.679,0.4457,0.4623,"268,732",30/06/2026,Full survey,NG1 5FS,East Midlands,Bungalow,Freehold,69,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"124,025.81",0,GBP,30/11/2025,,"265,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0025-COLL-O,ORIGINATION-0025-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East Midlands,PNNR
ORIGINATION-0026,ORIGINATION-0026,SYN-ORIGINATION-0026,ORIGINATION-0026,OBO-ORIGINATION-0026,ORIGINATION-0026-N,OBL-ORIGINATION-0026,30/04/2022,30/04/2040,"416,169.78", £595591.65 ,8.634,0.4784,0.6195,"961,403",30/06/2026,Full survey,RG1 2DP,South East,Bungalow,Freehold,85,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"436,978.27",0,GBP,30/04/2022,,"870,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0026-COLL-O,ORIGINATION-0026-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,South East,PNNR
ORIGINATION-0027,ORIGINATION-0027,SYN-ORIGINATION-0027,ORIGINATION-0027,OBO-ORIGINATION-0027,ORIGINATION-0027-N,OBL-ORIGINATION-0027,30/08/2021,30/08/2043,"134,607.18", £186139.24 ,6.725,0.3059,0.3768,"494,061",30/06/2026,Full survey,CB2 1TN,East of England,Detached House,Freehold,63,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"141,337.54",0,GBP,30/08/2021,,"440,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0027-COLL-O,ORIGINATION-0027-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East of England,PNNR
ORIGINATION-0028,ORIGINATION-0028,SYN-ORIGINATION-0028,ORIGINATION-0028,OBO-ORIGINATION-0028,ORIGINATION-0028-N,OBL-ORIGINATION-0028,30/07/2020,30/07/2039,"185,539.05", £272627.26 ,6.522,0.4697,0.5989,"455,203",30/06/2026,Full survey,CB2 1TN,East of England,Flat / Apartment,Freehold,69,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"194,816.00",0,GBP,30/07/2020,,"395,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0028-COLL-O,ORIGINATION-0028-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East of England,EMUK
ORIGINATION-0029,ORIGINATION-0029,SYN-ORIGINATION-0029,ORIGINATION-0029,OBO-ORIGINATION-0029,ORIGINATION-0029-N,OBL-ORIGINATION-0029,30/11/2019,30/11/2043,"346,641.30", £540627.06 ,6.77,0.3286,0.4376,"1,235,385",30/06/2026,Full survey,LS1 4AP,Yorkshire and The Humber,Flat / Apartment,Freehold,71,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"363,973.36",0,GBP,30/11/2019,,"1,055,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0029-COLL-O,ORIGINATION-0029-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Yorkshire and The Humber,EMUK
ORIGINATION-0030,ORIGINATION-0030,SYN-ORIGINATION-0030,ORIGINATION-0030,OBO-ORIGINATION-0030,ORIGINATION-0030-N,OBL-ORIGINATION-0030,30/10/2020,30/10/2044,"140,519.49", £211592.41 ,7.245,0.4607,0.6056,"349,386",30/06/2026,Full survey,EH1 1YZ,Scotland,Flat / Apartment,Freehold,65,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"147,545.46",0,GBP,30/10/2020,,"305,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0030-COLL-O,ORIGINATION-0030-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Scotland,PNNR
ORIGINATION-0031,ORIGINATION-0031,SYN-ORIGINATION-0031,ORIGINATION-0031,OBO-ORIGINATION-0031,ORIGINATION-0031-N,OBL-ORIGINATION-0031,30/05/2020,30/05/2035,"269,895.01", £400367.40 ,6.5,0.4777,0.6124,"653,721",30/06/2026,Full survey,SW1A 1AA,London,Detached House,Freehold,74,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"283,389.76",0,GBP,30/05/2020,,"565,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0031-COLL-O,ORIGINATION-0031-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,London,SFEM
ORIGINATION-0032,ORIGINATION-0032,SYN-ORIGINATION-0032,ORIGINATION-0032,OBO-ORIGINATION-0032,ORIGINATION-0032-N,OBL-ORIGINATION-0032,30/11/2021,30/11/2047,"110,887.03", £161598.60 ,8.245,0.4032,0.5265,"306,943",30/06/2026,Full survey,M1 1AE,North West,Bungalow,Freehold,80,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"116,431.38",0,GBP,30/11/2021,,"275,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0032-COLL-O,ORIGINATION-0032-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,North West,SFEM
ORIGINATION-0033,ORIGINATION-0033,SYN-ORIGINATION-0033,ORIGINATION-0033,OBO-ORIGINATION-0033,ORIGINATION-0033-N,OBL-ORIGINATION-0033,30/07/2022,30/07/2040,"158,984.22", £200849.70 ,5.983,0.3087,0.355,"565,705",30/06/2026,Full survey,CF10 1EP,Wales,Bungalow,Freehold,67,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"166,933.43",0,GBP,30/07/2022,,"515,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0033-COLL-O,ORIGINATION-0033-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Wales,EMUK
ORIGINATION-0034,ORIGINATION-0034,SYN-ORIGINATION-0034,ORIGINATION-0034,OBO-ORIGINATION-0034,ORIGINATION-0034-N,OBL-ORIGINATION-0034,30/12/2022,30/12/2048,"152,482.70", £188291.36 ,6.042,0.3351,0.3805,"494,830",30/06/2026,Full survey,LS1 4AP,Yorkshire and The Humber,Detached House,LEASEHOLD,72,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"160,106.84",0,GBP,30/12/2022,,"455,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0034-COLL-O,ORIGINATION-0034-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Yorkshire and The Humber,SFEM
ORIGINATION-0035,ORIGINATION-0035,SYN-ORIGINATION-0035,ORIGINATION-0035,OBO-ORIGINATION-0035,ORIGINATION-0035-N,OBL-ORIGINATION-0035,30/05/2021,30/05/2039,"201,809.48", £303649.14 ,8.064,0.4119,0.5486,"553,512",30/06/2026,Full survey,BS1 5AH,South West,Bungalow,Freehold,75,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"211,899.95",0,GBP,30/05/2021,,"490,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0035-COLL-O,ORIGINATION-0035-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,South West,PNNR
ORIGINATION-0036,ORIGINATION-0036,SYN-ORIGINATION-0036,ORIGINATION-0036,OBO-ORIGINATION-0036,ORIGINATION-0036-N,OBL-ORIGINATION-0036,30/07/2021,30/07/2036,"238,450.27", £331892.96 ,6.744,0.211,0.2611,"1,271,376",30/06/2026,Full survey,EH1 1YZ,Scotland,Semi Detached,LEASEHOLD,73,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"250,372.78",0,GBP,30/07/2021,,"1,130,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0036-COLL-O,ORIGINATION-0036-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Scotland,PNNR
