Underlying Exposure Identifier,Loan Identifier,Unique Loan Identifier,Original Underlying Exposure Identifier,Original Obligor Identifier,New Underlying Exposure Identifier,New Obligor Identifier,Origination Dt,Maturity DATE,Original Principal Balance,Current Principal Balance GBP,Current Interest Rate,Original Loan To Value,Current Loan To Value,Current Valuation Amount,Current Valuation Date,Current Valuation Method,Post Code,Region ,Property Type ,tenure,Borrower Age (Youngest),Account Status,Redemption Date,Data Cut-Off Date,Interest Rate Type,Occupancy Type,Amortisation Type,Origination Channel,Purpose,Total Credit Limit,Number of Days in Arrears,Exposure Currency Denomination,Pool Addition Date,Date of Repurchase,Purchase Price,Arrears Balance,Default Amount,Default Date,Allocated Losses,Cumulative Recoveries,Litigation,Deposit Amount,Collateral Currency,Collateral Type,Original Collateral Identifier,New Collateral Identifier,Scheduled Principal Payment Frequency,Scheduled Interest Payment Frequency,Payment Due,Current Interest Rate Index,Current Interest Rate Index Tenor,Current Interest Rate Margin,Interest Rate Reset Interval,Interest Rate Cap,Interest Rate Floor,Prepayment Fee,Principal Grace Period End Date,Credit Impaired Obligor,Resident,Geographic Region Obligor,Employment Status
ORIGINATION-0011,ORIGINATION-0011,SYN-ORIGINATION-0011,ORIGINATION-0011,OBO-ORIGINATION-0011,ORIGINATION-0011-N,OBL-ORIGINATION-0011,30/05/2022,30/05/2041,"94,706.66", £126876.19 ,7.333,0.2177,0.265,"478,784",31/05/2026,Full survey,CF10 1EP,Wales,Flat / Apartment,Freehold,76,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"99,441.99",0,GBP,30/05/2022,,"435,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0011-COLL-O,ORIGINATION-0011-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Wales,Employed
ORIGINATION-0012,ORIGINATION-0012,SYN-ORIGINATION-0012,ORIGINATION-0012,OBO-ORIGINATION-0012,ORIGINATION-0012-N,OBL-ORIGINATION-0012,30/01/2019,30/01/2039,"357,506.80", £622751.32 ,7.592,0.3667,0.5357,"1,162,423",31/05/2026,Full survey,EH1 1YZ,Scotland,Detached House,Freehold,73,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"375,382.14",0,GBP,30/01/2019,,"975,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0012-COLL-O,ORIGINATION-0012-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Scotland,Retired
ORIGINATION-0013,ORIGINATION-0013,SYN-ORIGINATION-0013,ORIGINATION-0013,OBO-ORIGINATION-0013,ORIGINATION-0013-N,OBL-ORIGINATION-0013,30/11/2021,30/11/2039,"224,771.13", £298276.27 ,6.304,0.2417,0.2879,"1,035,953",31/05/2026,Full survey,RG1 2DP,South East,Bungalow,Freehold,81,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"236,009.69",0,GBP,30/11/2021,,"930,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0013-COLL-O,ORIGINATION-0013-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,South East,Self employed
ORIGINATION-0014,ORIGINATION-0014,SYN-ORIGINATION-0014,ORIGINATION-0014,OBO-ORIGINATION-0014,ORIGINATION-0014-N,OBL-ORIGINATION-0014,30/05/2024,30/05/2047,"490,723.93", £562053.62 ,6.805,0.4194,0.4579,"1,227,471",31/05/2026,Full survey,EH1 1YZ,Scotland,Bungalow,LEASEHOLD,79,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"515,260.13",0,GBP,30/05/2024,,"1,170,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0014-COLL-O,ORIGINATION-0014-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Scotland,Retired
ORIGINATION-0015,ORIGINATION-0015,SYN-ORIGINATION-0015,ORIGINATION-0015,OBO-ORIGINATION-0015,ORIGINATION-0015-N,OBL-ORIGINATION-0015,30/09/2022,30/09/2037,"189,844.18", £238518.60 ,6.241,0.463,0.5328,"447,676",31/05/2026,Full survey,BS1 5AH,South West,Flat / Apartment,Freehold,88,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"199,336.39",0,GBP,30/09/2022,,"410,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0015-COLL-O,ORIGINATION-0015-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,South West,Retired
ORIGINATION-0016,ORIGINATION-0016,SYN-ORIGINATION-0016,ORIGINATION-0016,OBO-ORIGINATION-0016,ORIGINATION-0016-N,OBL-ORIGINATION-0016,30/04/2020,30/04/2043,"553,859.54", £864793.69 ,7.347,0.4775,0.6443,"1,342,152",31/05/2026,Full survey,M1 1AE,North West,Bungalow,Freehold,86,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"581,552.52",0,GBP,30/04/2020,,"1,160,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0016-COLL-O,ORIGINATION-0016-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,North West,Retired
ORIGINATION-0017,ORIGINATION-0017,SYN-ORIGINATION-0017,ORIGINATION-0017,OBO-ORIGINATION-0017,ORIGINATION-0017-N,OBL-ORIGINATION-0017,30/12/2019,30/12/2037,"328,553.62", £514272.41 ,7.003,0.4532,0.6082,"845,576",31/05/2026,Full survey,NG1 5FS,East Midlands,Bungalow,Freehold,84,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"344,981.30",0,GBP,30/12/2019,,"725,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0017-COLL-O,ORIGINATION-0017-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,East Midlands,Retired
ORIGINATION-0018,ORIGINATION-0018,SYN-ORIGINATION-0018,ORIGINATION-0018,OBO-ORIGINATION-0018,ORIGINATION-0018-N,OBL-ORIGINATION-0018,30/06/2018,30/06/2043,"74,107.65", £128857.23 ,7.008,0.2117,0.3045,"423,157",31/05/2026,Full survey,CF10 1EP,Wales,Detached House,Freehold,66,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"77,813.03",0,GBP,30/06/2018,,"350,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0018-COLL-O,ORIGINATION-0018-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Wales,Employed
ORIGINATION-0019,ORIGINATION-0019,SYN-ORIGINATION-0019,ORIGINATION-0019,OBO-ORIGINATION-0019,ORIGINATION-0019-N,OBL-ORIGINATION-0019,30/05/2020,30/05/2038,"163,728.22", £265406.81 ,8.078,0.3275,0.4597,"577,359",31/05/2026,Full survey,NG1 5FS,East Midlands,Flat / Apartment,Freehold,77,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"171,914.63",0,GBP,30/05/2020,,"500,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0019-COLL-O,ORIGINATION-0019-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,East Midlands,Self employed
ORIGINATION-0020,ORIGINATION-0020,SYN-ORIGINATION-0020,ORIGINATION-0020,OBO-ORIGINATION-0020,ORIGINATION-0020-N,OBL-ORIGINATION-0020,30/10/2021,30/10/2038,"222,153.55", £299447.85 ,6.532,0.3291,0.3975,"753,405",31/05/2026,Full survey,SW1A 1AA,London,Detached House,Freehold,77,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"233,261.23",0,GBP,30/10/2021,,"675,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0020-COLL-O,ORIGINATION-0020-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,London,Employed
ORIGINATION-0021,ORIGINATION-0021,SYN-ORIGINATION-0021,ORIGINATION-0021,OBO-ORIGINATION-0021,ORIGINATION-0021-N,OBL-ORIGINATION-0021,30/12/2020,30/12/2034,"128,414.84", £181954.97 ,6.451,0.2822,0.3512,"518,100",31/05/2026,Full survey,M1 1AE,North West,Bungalow,Freehold,70,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"134,835.58",0,GBP,30/12/2020,,"455,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0021-COLL-O,ORIGINATION-0021-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,North West,Retired
ORIGINATION-0022,ORIGINATION-0022,SYN-ORIGINATION-0022,ORIGINATION-0022,OBO-ORIGINATION-0022,ORIGINATION-0022-N,OBL-ORIGINATION-0022,30/09/2020,30/09/2038,"188,341.58", £274098.28 ,6.64,0.2399,0.3048,"899,238",31/05/2026,Full survey,B1 1AA,West Midlands,Semi Detached,Freehold,90,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"197,758.66",0,GBP,30/09/2020,,"785,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0022-COLL-O,ORIGINATION-0022-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,West Midlands,Retired
ORIGINATION-0023,ORIGINATION-0023,SYN-ORIGINATION-0023,ORIGINATION-0023,OBO-ORIGINATION-0023,ORIGINATION-0023-N,OBL-ORIGINATION-0023,30/08/2019,30/08/2036,"88,836.30", £137029.85 ,6.438,0.4132,0.5421,"252,769",31/05/2026,Full survey,M1 1AE,North West,Bungalow,Freehold,65,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"93,278.12",0,GBP,30/08/2019,,"215,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0023-COLL-O,ORIGINATION-0023-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,North West,Employed
ORIGINATION-0024,ORIGINATION-0024,SYN-ORIGINATION-0024,ORIGINATION-0024,OBO-ORIGINATION-0024,ORIGINATION-0024-N,OBL-ORIGINATION-0024,30/03/2019,30/03/2042,"254,414.15", £396631.82 ,6.212,0.3609,0.4738,"837,169",31/05/2026,Full survey,NG1 5FS,East Midlands,Semi Detached,Freehold,82,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"267,134.86",0,GBP,30/03/2019,,"705,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0024-COLL-O,ORIGINATION-0024-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,East Midlands,Retired
ORIGINATION-0025,ORIGINATION-0025,SYN-ORIGINATION-0025,ORIGINATION-0025,OBO-ORIGINATION-0025,ORIGINATION-0025-N,OBL-ORIGINATION-0025,30/11/2025,30/11/2049,"118,119.82", £123339.21 ,8.679,0.4457,0.4599,"268,196",31/05/2026,Full survey,NG1 5FS,East Midlands,Bungalow,Freehold,69,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"124,025.81",0,GBP,30/11/2025,,"265,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0025-COLL-O,ORIGINATION-0025-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,East Midlands,Retired
ORIGINATION-0026,ORIGINATION-0026,SYN-ORIGINATION-0026,ORIGINATION-0026,OBO-ORIGINATION-0026,ORIGINATION-0026-N,OBL-ORIGINATION-0026,30/04/2022,30/04/2040,"416,169.78", £591336.98 ,8.634,0.4784,0.6163,"959,484",31/05/2026,Full survey,RG1 2DP,South East,Bungalow,Freehold,85,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"436,978.27",0,GBP,30/04/2022,,"870,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0026-COLL-O,ORIGINATION-0026-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,South East,Retired
ORIGINATION-0027,ORIGINATION-0027,SYN-ORIGINATION-0027,ORIGINATION-0027,OBO-ORIGINATION-0027,ORIGINATION-0027-N,OBL-ORIGINATION-0027,30/08/2021,30/08/2043,"134,607.18", £185101.90 ,6.725,0.3059,0.3754,"493,075",31/05/2026,Full survey,CB2 1TN,East of England,Detached House,Freehold,63,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"141,337.54",0,GBP,30/08/2021,,"440,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0027-COLL-O,ORIGINATION-0027-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,East of England,Retired
ORIGINATION-0028,ORIGINATION-0028,SYN-ORIGINATION-0028,ORIGINATION-0028,OBO-ORIGINATION-0028,ORIGINATION-0028-N,OBL-ORIGINATION-0028,30/07/2020,30/07/2039,"185,539.05", £271153.54 ,6.522,0.4697,0.5969,"454,295",31/05/2026,Full survey,CB2 1TN,East of England,Flat / Apartment,Freehold,69,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"194,816.00",0,GBP,30/07/2020,,"395,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0028-COLL-O,ORIGINATION-0028-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,East of England,Employed
ORIGINATION-0029,ORIGINATION-0029,SYN-ORIGINATION-0029,ORIGINATION-0029,OBO-ORIGINATION-0029,ORIGINATION-0029-N,OBL-ORIGINATION-0029,30/11/2019,30/11/2043,"346,641.30", £537594.13 ,6.77,0.3286,0.436,"1,232,920",31/05/2026,Full survey,LS1 4AP,Yorkshire and The Humber,Flat / Apartment,Freehold,71,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"363,973.36",0,GBP,30/11/2019,,"1,055,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0029-COLL-O,ORIGINATION-0029-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Yorkshire and The Humber,Employed
ORIGINATION-0030,ORIGINATION-0030,SYN-ORIGINATION-0030,ORIGINATION-0030,OBO-ORIGINATION-0030,ORIGINATION-0030-N,OBL-ORIGINATION-0030,30/10/2020,30/10/2044,"140,519.49", £210322.58 ,7.245,0.4607,0.6032,"348,688",31/05/2026,Full survey,EH1 1YZ,Scotland,Flat / Apartment,Freehold,65,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"147,545.46",0,GBP,30/10/2020,,"305,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0030-COLL-O,ORIGINATION-0030-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Scotland,Retired
ORIGINATION-0031,ORIGINATION-0031,SYN-ORIGINATION-0031,ORIGINATION-0031,OBO-ORIGINATION-0031,ORIGINATION-0031-N,OBL-ORIGINATION-0031,30/05/2020,30/05/2035,"269,895.01", £398210.43 ,6.5,0.4777,0.6104,"652,416",31/05/2026,Full survey,SW1A 1AA,London,Detached House,Freehold,74,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"283,389.76",0,GBP,30/05/2020,,"565,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0031-COLL-O,ORIGINATION-0031-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,London,Self employed
ORIGINATION-0032,ORIGINATION-0032,SYN-ORIGINATION-0032,ORIGINATION-0032,OBO-ORIGINATION-0032,ORIGINATION-0032-N,OBL-ORIGINATION-0032,30/11/2021,30/11/2047,"110,887.03", £160495.86 ,8.245,0.4032,0.5239,"306,330",31/05/2026,Full survey,M1 1AE,North West,Bungalow,Freehold,80,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"116,431.38",0,GBP,30/11/2021,,"275,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0032-COLL-O,ORIGINATION-0032-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,North West,Self employed
ORIGINATION-0033,ORIGINATION-0033,SYN-ORIGINATION-0033,ORIGINATION-0033,OBO-ORIGINATION-0033,ORIGINATION-0033-N,OBL-ORIGINATION-0033,30/07/2022,30/07/2040,"158,984.22", £199853.27 ,5.983,0.3087,0.354,"564,576",31/05/2026,Full survey,CF10 1EP,Wales,Bungalow,Freehold,67,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"166,933.43",0,GBP,30/07/2022,,"515,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0033-COLL-O,ORIGINATION-0033-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Wales,Employed
ORIGINATION-0034,ORIGINATION-0034,SYN-ORIGINATION-0034,ORIGINATION-0034,OBO-ORIGINATION-0034,ORIGINATION-0034-N,OBL-ORIGINATION-0034,30/12/2022,30/12/2048,"152,482.70", £187348.06 ,6.042,0.3351,0.3794,"493,842",31/05/2026,Full survey,LS1 4AP,Yorkshire and The Humber,Detached House,LEASEHOLD,72,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Equity release,"160,106.84",0,GBP,30/12/2022,,"455,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0034-COLL-O,ORIGINATION-0034-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Yorkshire and The Humber,Self employed
ORIGINATION-0035,ORIGINATION-0035,SYN-ORIGINATION-0035,ORIGINATION-0035,OBO-ORIGINATION-0035,ORIGINATION-0035-N,OBL-ORIGINATION-0035,30/05/2021,30/05/2039,"201,809.48", £301622.24 ,8.064,0.4119,0.546,"552,407",31/05/2026,Full survey,BS1 5AH,South West,Bungalow,Freehold,75,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"211,899.95",0,GBP,30/05/2021,,"490,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0035-COLL-O,ORIGINATION-0035-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,South West,Retired
ORIGINATION-0036,ORIGINATION-0036,SYN-ORIGINATION-0036,ORIGINATION-0036,OBO-ORIGINATION-0036,ORIGINATION-0036-N,OBL-ORIGINATION-0036,30/07/2021,30/07/2036,"238,450.27", £330038.15 ,6.744,0.211,0.2601,"1,268,838",31/05/2026,Full survey,EH1 1YZ,Scotland,Semi Detached,LEASEHOLD,73,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Direct,Home improvements,"250,372.78",0,GBP,30/07/2021,,"1,130,000",0,0,,0,0,N,0,GBP,residential property,ORIGINATION-0036-COLL-O,ORIGINATION-0036-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Scotland,Retired
