Underlying Exposure Identifier,Loan Identifier,Unique Loan Identifier,Original Underlying Exposure Identifier,Original Obligor Identifier,New Underlying Exposure Identifier,New Obligor Identifier,Origination Dt,Maturity DATE,Original Principal Balance,Current Principal Balance GBP,Current Interest Rate,Original Loan To Value,Current Loan To Value,Current Valuation Amount,Current Valuation Date,Current Valuation Method,Post Code,Region ,Property Type ,tenure,Borrower Age (Youngest),Account Status,Redemption Date,Data Cut-Off Date,Interest Rate Type,Occupancy Type,Amortisation Type,Origination Channel,Purpose,Total Credit Limit,Number of Days in Arrears,Exposure Currency Denomination,Pool Addition Date,Date of Repurchase,Purchase Price,Arrears Balance,Default Amount,Default Date,Allocated Losses,Cumulative Recoveries,Litigation,Deposit Amount,Collateral Currency,Collateral Type,Original Collateral Identifier,New Collateral Identifier,Scheduled Principal Payment Frequency,Scheduled Interest Payment Frequency,Payment Due,Current Interest Rate Index,Current Interest Rate Index Tenor,Current Interest Rate Margin,Interest Rate Reset Interval,Interest Rate Cap,Interest Rate Floor,Prepayment Fee,Principal Grace Period End Date,Credit Impaired Obligor,Resident,Geographic Region Obligor,Employment Status
ACQUIRED-0020,ACQUIRED-0020,SYN-ACQUIRED-0020,ACQUIRED-0020,OBO-ACQUIRED-0020,ACQUIRED-0020-N,OBL-ACQUIRED-0020,30/01/2024,30/01/2041,"265,279.92", £327779.25 ,8.786,0.2337,0.2725,"1,202,707",30/06/2026,Full survey,NG1 5FS,East Midlands,Semi Detached,Freehold,62,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Home improvements,"278,543.92",0,GBP,30/09/2024,,"1,135,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0020-COLL-O,ACQUIRED-0020-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East Midlands,Retired
ACQUIRED-0021,ACQUIRED-0021,SYN-ACQUIRED-0021,ACQUIRED-0021,OBO-ACQUIRED-0021,ACQUIRED-0021-N,OBL-ACQUIRED-0021,30/05/2021,30/05/2045,"511,010.09", £795813.88 ,8.746,0.4444,0.6126,"1,299,059",30/06/2026,Full survey,SW1A 1AA,London,Detached House,Freehold,86,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"536,560.59",0,GBP,30/09/2024,,"1,150,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0021-COLL-O,ACQUIRED-0021-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,London,Employed
ACQUIRED-0022,ACQUIRED-0022,SYN-ACQUIRED-0022,ACQUIRED-0022,OBO-ACQUIRED-0022,ACQUIRED-0022-N,OBL-ACQUIRED-0022,28/02/2021,28/02/2047,"303,094.54", £443252.91 ,7.148,0.4627,0.5955,"744,347",30/06/2026,Full survey,NG1 5FS,East Midlands,Semi Detached,LEASEHOLD,63,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"318,249.27",0,GBP,30/09/2024,,"655,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0022-COLL-O,ACQUIRED-0022-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East Midlands,Retired
ACQUIRED-0023,ACQUIRED-0023,SYN-ACQUIRED-0023,ACQUIRED-0023,OBO-ACQUIRED-0023,ACQUIRED-0023-N,OBL-ACQUIRED-0023,30/03/2021,30/03/2046,"164,298.32", £227851.96 ,6.245,0.444,0.543,"419,632",30/06/2026,Full survey,EH1 1YZ,Scotland,Flat / Apartment,Freehold,76,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Home improvements,"172,513.24",0,GBP,30/09/2024,,"370,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0023-COLL-O,ACQUIRED-0023-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Scotland,Employed
ACQUIRED-0024,ACQUIRED-0024,SYN-ACQUIRED-0024,ACQUIRED-0024,OBO-ACQUIRED-0024,ACQUIRED-0024-N,OBL-ACQUIRED-0024,30/09/2022,30/09/2037,"438,206.88", £606897.45 ,8.716,0.3844,0.4866,"1,247,247",30/06/2026,Full survey,BS1 5AH,South West,Detached House,Freehold,87,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"460,117.22",0,GBP,30/09/2024,,"1,140,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0024-COLL-O,ACQUIRED-0024-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,South West,Self employed
ACQUIRED-0025,ACQUIRED-0025,SYN-ACQUIRED-0025,ACQUIRED-0025,OBO-ACQUIRED-0025,ACQUIRED-0025-N,OBL-ACQUIRED-0025,30/11/2018,30/11/2036,"276,613.43", £505420.65 ,7.975,0.3952,0.602,"839,577",30/06/2026,Full survey,M1 1AE,North West,Flat / Apartment,LEASEHOLD,82,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"290,444.10",0,GBP,30/09/2024,,"700,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0025-COLL-O,ACQUIRED-0025-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,North West,Self employed
ACQUIRED-0026,ACQUIRED-0026,SYN-ACQUIRED-0026,ACQUIRED-0026,OBO-ACQUIRED-0026,ACQUIRED-0026-N,OBL-ACQUIRED-0026,29/02/2024,28/02/2045,"192,028.69", £226291.92 ,7.057,0.2494,0.2779,"814,305",30/06/2026,Full survey,CB2 1TN,East of England,Semi Detached,Freehold,76,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"201,630.12",0,GBP,30/09/2024,,"770,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0026-COLL-O,ACQUIRED-0026-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East of England,Retired
ACQUIRED-0027,ACQUIRED-0027,SYN-ACQUIRED-0027,ACQUIRED-0027,OBO-ACQUIRED-0027,ACQUIRED-0027-N,OBL-ACQUIRED-0027,30/04/2024,30/10/2022,"85,787.00", £100768.74 ,7.452,0.2813,0.3137,"321,263",30/06/2026,Full survey,LS1 4AP,Yorkshire and The Humber,Semi Detached,LEASEHOLD,82,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"90,076.35",0,GBP,30/09/2024,,"305,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0027-COLL-O,ACQUIRED-0027-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Yorkshire and The Humber,Self employed
ACQUIRED-0028,ACQUIRED-0028,SYN-ACQUIRED-0028,ACQUIRED-0028,OBO-ACQUIRED-0028,ACQUIRED-0028-N,OBL-ACQUIRED-0028,30/01/2021,30/01/2047,"90,424.56", £134286.15 ,7.323,0.4019,0.5241,"256,203",30/06/2026,Full survey,B1 1AA,West Midlands,Bungalow,Freehold,83,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"94,945.79",0,GBP,30/09/2024,,"225,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0028-COLL-O,ACQUIRED-0028-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,West Midlands,Retired
ACQUIRED-0029,ACQUIRED-0029,SYN-ACQUIRED-0029,ACQUIRED-0029,OBO-ACQUIRED-0029,ACQUIRED-0029-N,OBL-ACQUIRED-0029,30/03/2021,30/03/2041,"202,064.74", £311136.29 ,8.25,0.2574,0.3495,"890,299",30/06/2026,Full survey,RG1 2DP,South East,Bungalow,LEASEHOLD,89,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"212,167.98",0,GBP,30/09/2024,,"785,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0029-COLL-O,ACQUIRED-0029-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,South East,Retired
ACQUIRED-0030,ACQUIRED-0030,SYN-ACQUIRED-0030,ACQUIRED-0030,OBO-ACQUIRED-0030,ACQUIRED-0030-N,OBL-ACQUIRED-0030,30/03/2022,30/03/2043,"153,993.93", £207128.13 ,6.995,0.3623,0.4401,"470,590",30/06/2026,Full survey,SW1A 1AA,London,Detached House,LEASEHOLD,76,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"161,693.63",0,GBP,30/09/2024,,"425,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0030-COLL-O,ACQUIRED-0030-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,London,Self employed
ACQUIRED-0031,ACQUIRED-0031,SYN-ACQUIRED-0031,ACQUIRED-0031,OBO-ACQUIRED-0031,ACQUIRED-0031-N,OBL-ACQUIRED-0031,30/01/2020,30/01/2035,"165,564.32", £251479.08 ,6.532,0.3679,0.4792,"524,840",30/06/2026,Full survey,CF10 1EP,Wales,Flat / Apartment,Freehold,87,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"173,842.54",0,GBP,30/09/2024,,"450,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0031-COLL-O,ACQUIRED-0031-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Wales,Employed
ACQUIRED-0032,ACQUIRED-0032,SYN-ACQUIRED-0032,ACQUIRED-0032,OBO-ACQUIRED-0032,ACQUIRED-0032-N,OBL-ACQUIRED-0032,30/09/2022,30/09/2040,"181,046.82", £248576.10 ,8.483,0.2829,0.355,"700,209",30/06/2026,Full survey,CB2 1TN,East of England,Semi Detached,Freehold,67,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"190,099.16",0,GBP,30/09/2024,,"640,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0032-COLL-O,ACQUIRED-0032-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East of England,Retired
ACQUIRED-0033,ACQUIRED-0033,SYN-ACQUIRED-0033,ACQUIRED-0033,OBO-ACQUIRED-0033,ACQUIRED-0033-N,OBL-ACQUIRED-0033,30/10/2025,30/10/2048,"51,817.09", £54028.45 ,6.285,0.2159,0.2215,"243,867",30/06/2026,Full survey,LS1 4AP,Yorkshire and The Humber,Semi Detached,Freehold,70,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Home improvements,"54,407.94",0,GBP,30/09/2024,,"240,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0033-COLL-O,ACQUIRED-0033-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,Yorkshire and The Humber,Retired
ACQUIRED-0034,ACQUIRED-0034,SYN-ACQUIRED-0034,ACQUIRED-0034,OBO-ACQUIRED-0034,ACQUIRED-0034-N,OBL-ACQUIRED-0034,30/07/2024,30/07/2049,"202,121.93", £237016.59 ,8.338,0.4125,0.462,"513,043",30/06/2026,Full survey,RG1 2DP,South East,Semi Detached,Freehold,64,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"212,228.03",0,GBP,30/09/2024,,"490,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0034-COLL-O,ACQUIRED-0034-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,South East,Employed
ACQUIRED-0035,ACQUIRED-0035,SYN-ACQUIRED-0035,ACQUIRED-0035,OBO-ACQUIRED-0035,ACQUIRED-0035-N,OBL-ACQUIRED-0035,30/11/2024,30/11/2048,"92,268.51", £103176.59 ,7.078,0.3076,0.3311,"311,608",30/06/2026,Full survey,CB2 1TN,East of England,Bungalow,Freehold,77,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Home improvements,"96,881.94",0,GBP,30/09/2024,,"300,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0035-COLL-O,ACQUIRED-0035-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East of England,Self employed
ACQUIRED-0036,ACQUIRED-0036,SYN-ACQUIRED-0036,ACQUIRED-0036,OBO-ACQUIRED-0036,ACQUIRED-0036-N,OBL-ACQUIRED-0036,30/03/2023,30/03/2038,"188,683.08", £232473.64 ,6.439,0.3594,0.4096,"567,545",30/06/2026,Full survey,NG1 5FS,East Midlands,Bungalow,Freehold,72,Active,,30/06/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"198,117.23",0,GBP,30/09/2024,,"525,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0036-COLL-O,ACQUIRED-0036-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/12/2026,N,Y,East Midlands,Retired
