account_status,allocated_losses,amortisation_type,arrears_balance,borrower_identifier,collateral_currency,collateral_type,credit_impaired_obligor,cumulative_recoveries,current_interest_rate,current_interest_rate_index,current_interest_rate_index_tenor,current_interest_rate_margin,current_loan_to_value,current_principal_balance,current_valuation_amount,current_valuation_date,current_valuation_method,data_cut_off_date,date_of_repurchase,default_amount,default_date,deposit_amount,employment_status,exposure_currency_denomination,geographic_region_classification,geographic_region_obligor,interest_rate_cap,interest_rate_floor,interest_rate_reset_interval,interest_rate_type,litigation,loan_identifier,maturity_date,new_collateral_identifier,new_obligor_identifier,new_underlying_exposure_identifier,number_of_days_in_arrears,occupancy_type,original_collateral_identifier,original_loan_to_value,original_obligor_identifier,original_principal_balance,original_underlying_exposure_identifier,origination_channel,origination_date,originator_legal_entity_identifier,originator_name,payment_due,pool_addition_date,postcode,prepayment_fee,principal_grace_period_end_date,property_type,purchase_price,purpose,redemption_date,resident,scheduled_interest_payment_frequency,scheduled_principal_payment_frequency,total_credit_limit,underlying_exposure_identifier,unique_identifier,youngest_borrower_age,originator_establishment_country,customer_type,current_outstanding_balance,accrued_interest,geographic_region_collateral,collateral_geography,geographic_region_obligor_itl3,geographic_region_collateral_itl3,geographic_region_classification_source,source_portfolio_id,source_portfolio_type,source_portfolio_label,acquisition_date,seller_name,portfolio_cohort
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.333,SONIA,1M,0,26.499672085951076,126876.19,478784,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Employed,GBP,2021,TLL52,15,0,12,FXRL,N,ORIGINATION-0011,2041-05-30,ORIGINATION-0011-COLL-N,OBL-ORIGINATION-0011,ORIGINATION-0011-N,0,Owner Occupied,ORIGINATION-0011-COLL-O,0.2177,OBO-ORIGINATION-0011,94706.66,ORIGINATION-0011,Direct,2022-05-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2022-05-30,CF10 1EP,0,2026-11-30,RFLT,435000,RENV,,Y,Monthly,Quarterly,99441.99,ORIGINATION-0011,SYN-ORIGINATION-0011,76,GB,CNEO,126876.19,,TLL52,Wales,TLL52,TLL52,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.592,SONIA,1M,0,53.57355454941961,622751.32,1162423,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLM13,15,0,12,FXRL,N,ORIGINATION-0012,2039-01-30,ORIGINATION-0012-COLL-N,OBL-ORIGINATION-0012,ORIGINATION-0012-N,0,Owner Occupied,ORIGINATION-0012-COLL-O,0.3667,OBO-ORIGINATION-0012,357506.8,ORIGINATION-0012,Direct,2019-01-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2019-01-30,EH1 1YZ,0,2026-11-30,RHOS,975000,EQRE,,Y,Monthly,Quarterly,375382.14,ORIGINATION-0012,SYN-ORIGINATION-0012,73,GB,CNEO,622751.32,,TLM13,Scotland,TLM13,TLM13,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.304,SONIA,1M,0,28.79245197417257,298276.27,1035953,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Self employed,GBP,2021,TLJ16,15,0,12,FXRL,N,ORIGINATION-0013,2039-11-30,ORIGINATION-0013-COLL-N,OBL-ORIGINATION-0013,ORIGINATION-0013-N,0,Owner Occupied,ORIGINATION-0013-COLL-O,0.2417,OBO-ORIGINATION-0013,224771.13,ORIGINATION-0013,Direct,2021-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2021-11-30,RG1 2DP,0,2026-11-30,RBGL,930000,RENV,,Y,Monthly,Quarterly,236009.69,ORIGINATION-0013,SYN-ORIGINATION-0013,81,GB,CNEO,298276.27,,TLJ16,South East,TLJ16,TLJ16,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.805,SONIA,1M,0,45.78956407116747,562053.62,1227471,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLM13,15,0,12,FXRL,N,ORIGINATION-0014,2047-05-30,ORIGINATION-0014-COLL-N,OBL-ORIGINATION-0014,ORIGINATION-0014-N,0,Owner Occupied,ORIGINATION-0014-COLL-O,0.4194,OBO-ORIGINATION-0014,490723.93,ORIGINATION-0014,Direct,2024-05-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2024-05-30,EH1 1YZ,0,2026-11-30,RBGL,1170000,RMRT,,Y,Monthly,Quarterly,515260.13,ORIGINATION-0014,SYN-ORIGINATION-0014,79,GB,CNEO,562053.62,,TLM13,Scotland,TLM13,TLM13,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.241,SONIA,1M,0,53.27929127315291,238518.6,447676,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLK51,15,0,12,FXRL,N,ORIGINATION-0015,2037-09-30,ORIGINATION-0015-COLL-N,OBL-ORIGINATION-0015,ORIGINATION-0015-N,0,Owner Occupied,ORIGINATION-0015-COLL-O,0.463,OBO-ORIGINATION-0015,189844.18,ORIGINATION-0015,Direct,2022-09-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2022-09-30,BS1 5AH,0,2026-11-30,RFLT,410000,PURC,,Y,Monthly,Quarterly,199336.39,ORIGINATION-0015,SYN-ORIGINATION-0015,88,GB,CNEO,238518.6,,TLK51,South West,TLK51,TLK51,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.347,SONIA,1M,0,64.43336447734683,864793.69,1342152,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLD33,15,0,12,FXRL,N,ORIGINATION-0016,2043-04-30,ORIGINATION-0016-COLL-N,OBL-ORIGINATION-0016,ORIGINATION-0016-N,0,Owner Occupied,ORIGINATION-0016-COLL-O,0.4775,OBO-ORIGINATION-0016,553859.54,ORIGINATION-0016,Direct,2020-04-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-04-30,M1 1AE,0,2026-11-30,RBGL,1160000,EQRE,,Y,Monthly,Quarterly,581552.52,ORIGINATION-0016,SYN-ORIGINATION-0016,86,GB,CNEO,864793.69,,TLD33,North West,TLD33,TLD33,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.003,SONIA,1M,0,60.81918242712659,514272.41,845576,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLF14,15,0,12,FXRL,N,ORIGINATION-0017,2037-12-30,ORIGINATION-0017-COLL-N,OBL-ORIGINATION-0017,ORIGINATION-0017-N,0,Owner Occupied,ORIGINATION-0017-COLL-O,0.4532,OBO-ORIGINATION-0017,328553.62,ORIGINATION-0017,Direct,2019-12-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2019-12-30,NG1 5FS,0,2026-11-30,RBGL,725000,EQRE,,Y,Monthly,Quarterly,344981.3,ORIGINATION-0017,SYN-ORIGINATION-0017,84,GB,CNEO,514272.41,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,7.008,SONIA,1M,0,30.451399835049404,128857.23,423157,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Employed,GBP,2021,TLL52,15,0,12,FXRL,N,ORIGINATION-0018,2043-06-30,ORIGINATION-0018-COLL-N,OBL-ORIGINATION-0018,ORIGINATION-0018-N,0,Owner Occupied,ORIGINATION-0018-COLL-O,0.2117,OBO-ORIGINATION-0018,74107.65,ORIGINATION-0018,Direct,2018-06-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2018-06-30,CF10 1EP,0,2026-11-30,RHOS,350000,RMRT,,Y,Monthly,Quarterly,77813.03,ORIGINATION-0018,SYN-ORIGINATION-0018,66,GB,CNEO,128857.23,,TLL52,Wales,TLL52,TLL52,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.078,SONIA,1M,0,45.96911280503119,265406.81,577359,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Self employed,GBP,2021,TLF14,15,0,12,FXRL,N,ORIGINATION-0019,2038-05-30,ORIGINATION-0019-COLL-N,OBL-ORIGINATION-0019,ORIGINATION-0019-N,0,Owner Occupied,ORIGINATION-0019-COLL-O,0.3275,OBO-ORIGINATION-0019,163728.22,ORIGINATION-0019,Direct,2020-05-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-05-30,NG1 5FS,0,2026-11-30,RFLT,500000,RENV,,Y,Monthly,Quarterly,171914.63,ORIGINATION-0019,SYN-ORIGINATION-0019,77,GB,CNEO,265406.81,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.532,SONIA,1M,0,39.74593346208214,299447.85,753405,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Employed,GBP,2021,TLI35,15,0,12,FXRL,N,ORIGINATION-0020,2038-10-30,ORIGINATION-0020-COLL-N,OBL-ORIGINATION-0020,ORIGINATION-0020-N,0,Owner Occupied,ORIGINATION-0020-COLL-O,0.3291,OBO-ORIGINATION-0020,222153.55,ORIGINATION-0020,Direct,2021-10-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2021-10-30,SW1A 1AA,0,2026-11-30,RHOS,675000,PURC,,Y,Monthly,Quarterly,233261.23,ORIGINATION-0020,SYN-ORIGINATION-0020,77,GB,CNEO,299447.85,,TLI35,London,TLI35,TLI35,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.451,SONIA,1M,0,35.11966222736923,181954.97,518100,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLD33,15,0,12,FXRL,N,ORIGINATION-0021,2034-12-30,ORIGINATION-0021-COLL-N,OBL-ORIGINATION-0021,ORIGINATION-0021-N,0,Owner Occupied,ORIGINATION-0021-COLL-O,0.2822,OBO-ORIGINATION-0021,128414.84,ORIGINATION-0021,Direct,2020-12-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-12-30,M1 1AE,0,2026-11-30,RBGL,455000,RENV,,Y,Monthly,Quarterly,134835.58,ORIGINATION-0021,SYN-ORIGINATION-0021,70,GB,CNEO,181954.97,,TLD33,North West,TLD33,TLD33,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.64,SONIA,1M,0,30.481171836599437,274098.28,899238,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLG31,15,0,12,FXRL,N,ORIGINATION-0022,2038-09-30,ORIGINATION-0022-COLL-N,OBL-ORIGINATION-0022,ORIGINATION-0022-N,0,Owner Occupied,ORIGINATION-0022-COLL-O,0.2399,OBO-ORIGINATION-0022,188341.58,ORIGINATION-0022,Direct,2020-09-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-09-30,B1 1AA,0,2026-11-30,RHOS,785000,EQRE,,Y,Monthly,Quarterly,197758.66,ORIGINATION-0022,SYN-ORIGINATION-0022,90,GB,CNEO,274098.28,,TLG31,West Midlands,TLG31,TLG31,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.438,SONIA,1M,0,54.21149349801597,137029.85,252769,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Employed,GBP,2021,TLD33,15,0,12,FXRL,N,ORIGINATION-0023,2036-08-30,ORIGINATION-0023-COLL-N,OBL-ORIGINATION-0023,ORIGINATION-0023-N,0,Owner Occupied,ORIGINATION-0023-COLL-O,0.4132,OBO-ORIGINATION-0023,88836.3,ORIGINATION-0023,Direct,2019-08-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2019-08-30,M1 1AE,0,2026-11-30,RBGL,215000,EQRE,,Y,Monthly,Quarterly,93278.12,ORIGINATION-0023,SYN-ORIGINATION-0023,65,GB,CNEO,137029.85,,TLD33,North West,TLD33,TLD33,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.212,SONIA,1M,0,47.37774810104053,396631.82,837169,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLF14,15,0,12,FXRL,N,ORIGINATION-0024,2042-03-30,ORIGINATION-0024-COLL-N,OBL-ORIGINATION-0024,ORIGINATION-0024-N,0,Owner Occupied,ORIGINATION-0024-COLL-O,0.3609,OBO-ORIGINATION-0024,254414.15,ORIGINATION-0024,Direct,2019-03-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2019-03-30,NG1 5FS,0,2026-11-30,RHOS,705000,RMRT,,Y,Monthly,Quarterly,267134.86,ORIGINATION-0024,SYN-ORIGINATION-0024,82,GB,CNEO,396631.82,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.679,SONIA,1M,0,45.98845993228833,123339.21,268196,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLF14,15,0,12,FXRL,N,ORIGINATION-0025,2049-11-30,ORIGINATION-0025-COLL-N,OBL-ORIGINATION-0025,ORIGINATION-0025-N,0,Owner Occupied,ORIGINATION-0025-COLL-O,0.4457,OBO-ORIGINATION-0025,118119.82,ORIGINATION-0025,Direct,2025-11-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2025-11-30,NG1 5FS,0,2026-11-30,RBGL,265000,PURC,,Y,Monthly,Quarterly,124025.81,ORIGINATION-0025,SYN-ORIGINATION-0025,69,GB,CNEO,123339.21,,TLF14,East Midlands,TLF14,TLF14,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,8.634,SONIA,1M,0,61.63072859995581,591336.98,959484,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLJ16,15,0,12,FXRL,N,ORIGINATION-0026,2040-04-30,ORIGINATION-0026-COLL-N,OBL-ORIGINATION-0026,ORIGINATION-0026-N,0,Owner Occupied,ORIGINATION-0026-COLL-O,0.4784,OBO-ORIGINATION-0026,416169.78,ORIGINATION-0026,Direct,2022-04-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2022-04-30,RG1 2DP,0,2026-11-30,RBGL,870000,PURC,,Y,Monthly,Quarterly,436978.27,ORIGINATION-0026,SYN-ORIGINATION-0026,85,GB,CNEO,591336.98,,TLJ16,South East,TLJ16,TLJ16,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.725,SONIA,1M,0,37.54031333975561,185101.9,493075,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Retired,GBP,2021,TLH42,15,0,12,FXRL,N,ORIGINATION-0027,2043-08-30,ORIGINATION-0027-COLL-N,OBL-ORIGINATION-0027,ORIGINATION-0027-N,0,Owner Occupied,ORIGINATION-0027-COLL-O,0.3059,OBO-ORIGINATION-0027,134607.18,ORIGINATION-0027,Direct,2021-08-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2021-08-30,CB2 1TN,0,2026-11-30,RHOS,440000,RENV,,Y,Monthly,Quarterly,141337.54,ORIGINATION-0027,SYN-ORIGINATION-0027,63,GB,CNEO,185101.9,,TLH42,East of England,TLH42,TLH42,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
Active,0,Interest roll-up,0,,GBP,residential property,N,0,6.522,SONIA,1M,0,59.686666153050325,271153.54,454295,2026-05-31,Full survey,2026-05-31,2025-01-31,0,,0,Employed,GBP,2021,TLH42,15,0,12,FXRL,N,ORIGINATION-0028,2039-07-30,ORIGINATION-0028-COLL-N,OBL-ORIGINATION-0028,ORIGINATION-0028-N,0,Owner Occupied,ORIGINATION-0028-COLL-O,0.4697,OBO-ORIGINATION-0028,185539.05,ORIGINATION-0028,Direct,2020-07-30,213800ABCDE123456701N202501,ERE Funding Limited,0,2020-07-30,CB2 1TN,0,2026-11-30,RFLT,395000,RENV,,Y,Monthly,Quarterly,194816.0,ORIGINATION-0028,SYN-ORIGINATION-0028,69,GB,CNEO,271153.54,,TLH42,East of England,TLH42,TLH42,configured_nuts_classification_year,alp_origination,direct,ALP Origination Book,,,alp_origination
