Underlying Exposure Identifier,Loan Identifier,Unique Loan Identifier,Original Underlying Exposure Identifier,Original Obligor Identifier,New Underlying Exposure Identifier,New Obligor Identifier,Origination Dt,Maturity DATE,Original Principal Balance,Current Principal Balance GBP,Current Interest Rate,Original Loan To Value,Current Loan To Value,Current Valuation Amount,Current Valuation Date,Current Valuation Method,Post Code,Region ,Property Type ,tenure,Borrower Age (Youngest),Account Status,Redemption Date,Data Cut-Off Date,Interest Rate Type,Occupancy Type,Amortisation Type,Origination Channel,Purpose,Total Credit Limit,Number of Days in Arrears,Exposure Currency Denomination,Pool Addition Date,Date of Repurchase,Purchase Price,Arrears Balance,Default Amount,Default Date,Allocated Losses,Cumulative Recoveries,Litigation,Deposit Amount,Collateral Currency,Collateral Type,Original Collateral Identifier,New Collateral Identifier,Scheduled Principal Payment Frequency,Scheduled Interest Payment Frequency,Payment Due,Current Interest Rate Index,Current Interest Rate Index Tenor,Current Interest Rate Margin,Interest Rate Reset Interval,Interest Rate Cap,Interest Rate Floor,Prepayment Fee,Principal Grace Period End Date,Credit Impaired Obligor,Resident,Geographic Region Obligor,Employment Status
ACQUIRED-0011,ACQUIRED-0011,SYN-ACQUIRED-0011,ACQUIRED-0011,OBO-ACQUIRED-0011,ACQUIRED-0011-N,OBL-ACQUIRED-0011,30/04/2022,30/04/2036,"319,505.39", £457459.39 ,8.822,0.4204,0.5458,"838,170",31/05/2026,Full survey,RG1 2DP,South East,Detached House,Freehold,73,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"335,480.66",0,GBP,30/09/2024,,"760,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0011-COLL-O,ACQUIRED-0011-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,South East,PNNR
ACQUIRED-0012,ACQUIRED-0012,SYN-ACQUIRED-0012,ACQUIRED-0012,OBO-ACQUIRED-0012,ACQUIRED-0012-N,OBL-ACQUIRED-0012,30/03/2025,30/03/2045,"430,698.26", £477430.14 ,8.862,0.4025,0.4339,"1,100,353",31/05/2026,Full survey,RG1 2DP,South East,Semi Detached,Freehold,72,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"452,233.17",0,GBP,30/09/2024,,"1,070,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0012-COLL-O,ACQUIRED-0012-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,South East,PNNR
ACQUIRED-0013,ACQUIRED-0013,SYN-ACQUIRED-0013,ACQUIRED-0013,OBO-ACQUIRED-0013,ACQUIRED-0013-N,OBL-ACQUIRED-0013,30/11/2025,30/11/2048,"133,923.75", £139295.34 ,7.891,0.3348,0.3441,"404,824",31/05/2026,Full survey,EH1 1YZ,Scotland,Semi Detached,LEASEHOLD,60,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"140,619.94",0,GBP,30/09/2024,,"400,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0013-COLL-O,ACQUIRED-0013-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Scotland,PNNR
ACQUIRED-0014,ACQUIRED-0014,SYN-ACQUIRED-0014,ACQUIRED-0014,OBO-ACQUIRED-0014,ACQUIRED-0014-N,OBL-ACQUIRED-0014,30/03/2022,30/03/2037,"265,194.39", £372587.20 ,8.188,0.3871,0.4922,"756,966",31/05/2026,Full survey,RG1 2DP,South East,Semi Detached,Freehold,78,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"278,454.11",0,GBP,30/09/2024,,"685,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0014-COLL-O,ACQUIRED-0014-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,South East,PNNR
ACQUIRED-0015,ACQUIRED-0015,SYN-ACQUIRED-0015,ACQUIRED-0015,OBO-ACQUIRED-0015,ACQUIRED-0015-N,OBL-ACQUIRED-0015,30/06/2018,30/06/2037,"345,640.53", £559307.20 ,6.095,0.4489,0.6008,"930,946",31/05/2026,Full survey,CF10 1EP,Wales,Flat / Apartment,Freehold,75,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"362,922.56",0,GBP,30/09/2024,,"770,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0015-COLL-O,ACQUIRED-0015-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Wales,PNNR
ACQUIRED-0016,ACQUIRED-0016,SYN-ACQUIRED-0016,ACQUIRED-0016,OBO-ACQUIRED-0016,ACQUIRED-0016-N,OBL-ACQUIRED-0016,30/12/2025,30/12/2040,"281,391.25", £289197.12 ,6.585,0.402,0.409,"707,028",31/05/2026,Full survey,SW1A 1AA,London,Detached House,Freehold,85,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"295,460.81",0,GBP,30/09/2024,,"700,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0016-COLL-O,ACQUIRED-0016-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,London,PNNR
ACQUIRED-0017,ACQUIRED-0017,SYN-ACQUIRED-0017,ACQUIRED-0017,OBO-ACQUIRED-0017,ACQUIRED-0017-N,OBL-ACQUIRED-0017,30/01/2024,30/01/2041,"131,189.99", £158286.86 ,8.074,0.2572,0.2935,"539,345",31/05/2026,Full survey,M1 1AE,North West,Semi Detached,LEASEHOLD,76,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"137,749.49",0,GBP,30/09/2024,,"510,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0017-COLL-O,ACQUIRED-0017-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,North West,PNNR
ACQUIRED-0018,ACQUIRED-0018,SYN-ACQUIRED-0018,ACQUIRED-0018,OBO-ACQUIRED-0018,ACQUIRED-0018-N,OBL-ACQUIRED-0018,30/08/2019,30/08/2042,"497,281.07", £838041.69 ,7.757,0.4076,0.5843,"1,434,317",31/05/2026,Full survey,EH1 1YZ,Scotland,Flat / Apartment,Freehold,66,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Home improvements,"522,145.12",0,GBP,30/09/2024,,"1,220,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0018-COLL-O,ACQUIRED-0018-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Scotland,EMUK
ACQUIRED-0019,ACQUIRED-0019,SYN-ACQUIRED-0019,ACQUIRED-0019,OBO-ACQUIRED-0019,ACQUIRED-0019-N,OBL-ACQUIRED-0019,30/12/2020,30/12/2038,"289,974.97", £435925.69 ,7.55,0.3152,0.4161,"1,047,586",31/05/2026,Full survey,SW1A 1AA,London,Flat / Apartment,LEASEHOLD,77,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Home improvements,"304,473.72",0,GBP,30/09/2024,,"920,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0019-COLL-O,ACQUIRED-0019-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,London,PNNR
ACQUIRED-0020,ACQUIRED-0020,SYN-ACQUIRED-0020,ACQUIRED-0020,OBO-ACQUIRED-0020,ACQUIRED-0020-N,OBL-ACQUIRED-0020,30/09/2022,30/09/2048,"95,716.87", £125014.86 ,7.305,0.4351,0.5204,"240,216",31/05/2026,Full survey,EH1 1YZ,Scotland,Bungalow,Freehold,74,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"100,502.71",0,GBP,30/09/2024,,"220,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0020-COLL-O,ACQUIRED-0020-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Scotland,PNNR
ACQUIRED-0021,ACQUIRED-0021,SYN-ACQUIRED-0021,ACQUIRED-0021,OBO-ACQUIRED-0021,ACQUIRED-0021-N,OBL-ACQUIRED-0021,30/01/2024,30/01/2041,"265,279.92", £325396.81 ,8.786,0.2337,0.2711,"1,200,306",31/05/2026,Full survey,NG1 5FS,East Midlands,Semi Detached,Freehold,62,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Home improvements,"278,543.92",0,GBP,30/09/2024,,"1,135,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0021-COLL-O,ACQUIRED-0021-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,East Midlands,PNNR
ACQUIRED-0022,ACQUIRED-0022,SYN-ACQUIRED-0022,ACQUIRED-0022,OBO-ACQUIRED-0022,ACQUIRED-0022-N,OBL-ACQUIRED-0022,30/05/2021,30/05/2045,"511,010.09", £790055.69 ,8.746,0.4444,0.6094,"1,296,466",31/05/2026,Full survey,SW1A 1AA,London,Detached House,Freehold,86,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"536,560.59",0,GBP,30/09/2024,,"1,150,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0022-COLL-O,ACQUIRED-0022-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,London,EMUK
ACQUIRED-0023,ACQUIRED-0023,SYN-ACQUIRED-0023,ACQUIRED-0023,OBO-ACQUIRED-0023,ACQUIRED-0023-N,OBL-ACQUIRED-0023,28/02/2021,28/02/2047,"303,094.54", £440628.23 ,7.148,0.4627,0.5932,"742,861",31/05/2026,Full survey,NG1 5FS,East Midlands,Semi Detached,LEASEHOLD,63,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"318,249.27",0,GBP,30/09/2024,,"655,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0023-COLL-O,ACQUIRED-0023-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,East Midlands,PNNR
ACQUIRED-0024,ACQUIRED-0024,SYN-ACQUIRED-0024,ACQUIRED-0024,OBO-ACQUIRED-0024,ACQUIRED-0024-N,OBL-ACQUIRED-0024,30/03/2021,30/03/2046,"164,298.32", £226672.32 ,6.245,0.444,0.5413,"418,794",31/05/2026,Full survey,EH1 1YZ,Scotland,Flat / Apartment,Freehold,76,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Home improvements,"172,513.24",0,GBP,30/09/2024,,"370,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0024-COLL-O,ACQUIRED-0024-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Scotland,EMUK
ACQUIRED-0025,ACQUIRED-0025,SYN-ACQUIRED-0025,ACQUIRED-0025,OBO-ACQUIRED-0025,ACQUIRED-0025-N,OBL-ACQUIRED-0025,30/09/2022,30/09/2037,"438,206.88", £602521.14 ,8.716,0.3844,0.484,"1,244,757",31/05/2026,Full survey,BS1 5AH,South West,Detached House,Freehold,87,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"460,117.22",0,GBP,30/09/2024,,"1,140,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0025-COLL-O,ACQUIRED-0025-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,South West,SFEM
ACQUIRED-0026,ACQUIRED-0026,SYN-ACQUIRED-0026,ACQUIRED-0026,OBO-ACQUIRED-0026,ACQUIRED-0026-N,OBL-ACQUIRED-0026,30/11/2018,30/11/2036,"276,613.43", £502083.89 ,7.975,0.3952,0.5992,"837,902",31/05/2026,Full survey,M1 1AE,North West,Flat / Apartment,LEASEHOLD,82,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"290,444.10",0,GBP,30/09/2024,,"700,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0026-COLL-O,ACQUIRED-0026-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,North West,SFEM
ACQUIRED-0027,ACQUIRED-0027,SYN-ACQUIRED-0027,ACQUIRED-0027,OBO-ACQUIRED-0027,ACQUIRED-0027-N,OBL-ACQUIRED-0027,29/02/2024,28/02/2045,"192,028.69", £224968.91 ,7.057,0.2494,0.2768,"812,679",31/05/2026,Full survey,CB2 1TN,East of England,Semi Detached,Freehold,76,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"201,630.12",0,GBP,30/09/2024,,"770,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0027-COLL-O,ACQUIRED-0027-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,East of England,PNNR
ACQUIRED-0028,ACQUIRED-0028,SYN-ACQUIRED-0028,ACQUIRED-0028,OBO-ACQUIRED-0028,ACQUIRED-0028-N,OBL-ACQUIRED-0028,30/04/2024,30/04/2050,"85,787.00", £100146.83 ,7.452,0.2813,0.3124,"320,622",31/05/2026,Full survey,LS1 4AP,Yorkshire and The Humber,Semi Detached,LEASEHOLD,82,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"90,076.35",0,GBP,30/09/2024,,"305,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0028-COLL-O,ACQUIRED-0028-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Yorkshire and The Humber,SFEM
ACQUIRED-0029,ACQUIRED-0029,SYN-ACQUIRED-0029,ACQUIRED-0029,OBO-ACQUIRED-0029,ACQUIRED-0029-N,OBL-ACQUIRED-0029,30/01/2021,30/01/2047,"90,424.56", £133471.64 ,7.323,0.4019,0.522,"255,692",31/05/2026,Full survey,B1 1AA,West Midlands,Bungalow,Freehold,83,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"94,945.79",0,GBP,30/09/2024,,"225,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0029-COLL-O,ACQUIRED-0029-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,West Midlands,PNNR
ACQUIRED-0030,ACQUIRED-0030,SYN-ACQUIRED-0030,ACQUIRED-0030,OBO-ACQUIRED-0030,ACQUIRED-0030-N,OBL-ACQUIRED-0030,30/03/2021,30/03/2041,"202,064.74", £309011.84 ,8.25,0.2574,0.3478,"888,522",31/05/2026,Full survey,RG1 2DP,South East,Bungalow,LEASEHOLD,89,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"212,167.98",0,GBP,30/09/2024,,"785,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0030-COLL-O,ACQUIRED-0030-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,South East,PNNR
ACQUIRED-0031,ACQUIRED-0031,SYN-ACQUIRED-0031,ACQUIRED-0031,OBO-ACQUIRED-0031,ACQUIRED-0031-N,OBL-ACQUIRED-0031,30/03/2022,30/03/2043,"153,993.93", £205927.74 ,6.995,0.3623,0.4385,"469,651",31/05/2026,Full survey,SW1A 1AA,London,Detached House,LEASEHOLD,76,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"161,693.63",0,GBP,30/09/2024,,"425,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0031-COLL-O,ACQUIRED-0031-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,London,SFEM
ACQUIRED-0032,ACQUIRED-0032,SYN-ACQUIRED-0032,ACQUIRED-0032,OBO-ACQUIRED-0032,ACQUIRED-0032-N,OBL-ACQUIRED-0032,30/01/2020,30/01/2035,"165,564.32", £250117.60 ,6.532,0.3679,0.4775,"523,793",31/05/2026,Full survey,CF10 1EP,Wales,Flat / Apartment,Freehold,87,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Debt Consolidation,"173,842.54",0,GBP,30/09/2024,,"450,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0032-COLL-O,ACQUIRED-0032-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Wales,EMUK
ACQUIRED-0033,ACQUIRED-0033,SYN-ACQUIRED-0033,ACQUIRED-0033,OBO-ACQUIRED-0033,ACQUIRED-0033-N,OBL-ACQUIRED-0033,30/09/2022,30/09/2040,"181,046.82", £246831.21 ,8.483,0.2829,0.3532,"698,811",31/05/2026,Full survey,CB2 1TN,East of England,Semi Detached,Freehold,67,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"190,099.16",0,GBP,30/09/2024,,"640,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0033-COLL-O,ACQUIRED-0033-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,East of England,PNNR
ACQUIRED-0034,ACQUIRED-0034,SYN-ACQUIRED-0034,ACQUIRED-0034,OBO-ACQUIRED-0034,ACQUIRED-0034-N,OBL-ACQUIRED-0034,30/10/2025,30/10/2048,"51,817.09", £53746.95 ,6.285,0.2159,0.2208,"243,380",31/05/2026,Full survey,LS1 4AP,Yorkshire and The Humber,Semi Detached,Freehold,70,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Home improvements,"54,407.94",0,GBP,30/09/2024,,"240,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0034-COLL-O,ACQUIRED-0034-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,Yorkshire and The Humber,PNNR
ACQUIRED-0035,ACQUIRED-0035,SYN-ACQUIRED-0035,ACQUIRED-0035,OBO-ACQUIRED-0035,ACQUIRED-0035-N,OBL-ACQUIRED-0035,30/07/2024,30/07/2049,"202,121.93", £235381.08 ,8.338,0.4125,0.4597,"512,019",31/05/2026,Full survey,RG1 2DP,South East,Semi Detached,Freehold,64,Active,,31/05/2026,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"212,228.03",0,GBP,30/09/2024,,"490,000",0,0,,0,0,N,0,GBP,residential property,ACQUIRED-0035-COLL-O,ACQUIRED-0035-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,30/11/2026,N,Y,South East,EMUK
