14,,,,,,,,Indicator,,,,,4,E,SESS3,No Longer STS,"NONE (this is an enumeration, controlled as XSD level)","xs:boolean
",or,<Ind>,[1..1],,YesNoIndicator,,Yes/No indicator.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/NoLngrSTS/Ind,,,
15,,,,,,,,NoDataOption,,,,,,P,SESS3,No Longer STS,,,or,<NoDataOptn>,[1..1],NoDataJustification3Choice,,,Reason for not providing data.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/NoLngrSTS/NoDataOptn,,,
16,,,,,,,,,NoData,,,,5,E,SESS3,No Longer STS,"NONE (this is an enumeration, controlled as XSD level)",enumeration,or,<NoData>,[1..1],,NoDataAllowedJustification3Code,,Options for field values when data is not available.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/NoLngrSTS/NoDataOptn/NoData,,,
17,,,,,,,,,,,,,,C,SESS3,No Longer STS,,,,,,,ND5,NoData5,Not applicable.,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,RemedialAction,,,,,,,P,SESS4,Remedial Actions,,,,<RmdlActn>,[1..1],YesNoIndicator2Choice,,,"Indicates whether competent authorities have taken any remedial actions relating to this securitisation. If the securitisation is not an STS securitisation, then enter ND5.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/RmdlActn,,,
22,,,,,,,,Indicator,,,,,6,E,SESS4,Remedial Actions,"NONE (this is an enumeration, controlled as XSD level)","xs:boolean
",or,<Ind>,[1..1],,YesNoIndicator,,Yes/No indicator.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/RmdlActn/Ind,,,
23,,,,,,,,NoDataOption,,,,,,P,SESS4,Remedial Actions,,,or,<NoDataOptn>,[1..1],NoDataJustification3Choice,,,Reason for not providing data.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/RmdlActn/NoDataOptn,,,
24,,,,,,,,,NoData,,,,7,E,SESS4,Remedial Actions,"NONE (this is an enumeration, controlled as XSD level)",enumeration,or,<NoData>,[1..1],,NoDataAllowedJustification3Code,,Options for field values when data is not available.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/RmdlActn/NoDataOptn/NoData,,,
25,,,,,,,,,,,,,,C,SESS4,Remedial Actions,,,,,,,ND5,NoData5,Not applicable.,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,AdministrativeAction,,,,,,,P,SESS5,Administrative Actions,,,,<AdmstvActn>,[1..1],YesNoIndicator2Choice,,,"Indicates whether competent authorities have taken any administrative actions relating to this securitisation? If the securitisation is not an STS securitisation, then enter ND5.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/AdmstvActn,,,
30,,,,,,,,Indicator,,,,,8,E,SESS5,Administrative Actions,"NONE (this is an enumeration, controlled as XSD level)","xs:boolean
",or,<Ind>,[1..1],,YesNoIndicator,,Yes/No indicator.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/AdmstvActn/Ind,,,
31,,,,,,,,NoDataOption,,,,,,P,SESS5,Administrative Actions,,,or,<NoDataOptn>,[1..1],NoDataJustification3Choice,,,Reason for not providing data.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/AdmstvActn/NoDataOptn,,,
32,,,,,,,,,NoData,,,,9,E,SESS5,Administrative Actions,"NONE (this is an enumeration, controlled as XSD level)",enumeration,or,<NoData>,[1..1],,NoDataAllowedJustification3Code,,Options for field values when data is not available.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/AdmstvActn/NoDataOptn/NoData,,,
33,,,,,,,,,,,,,,C,SESS5,Administrative Actions,,,,,,,ND5,NoData5,Not applicable.,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,MaterialAmendmentToTransactionDocument,,,,,,,P,SESS6,Material Amendment to Transaction Documents,,,,<MtrlAmdmntToTxDoc>,[1..1],MaterialAmendment1Choice,,,"Describe any material amendments made to transaction documents, including the name and item code (pursuant to Table 3 in Annex I) of the document as well as a detailed description of the amendments.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MtrlAmdmntToTxDoc,,,
38,,,,,,,,Description,,,,,10,E,SESS6,Material Amendment to Transaction Documents,NONE (free text),"xs:string
maxLength: 10000
minLength: 1
",or,<Desc>,[1..1],,Max10000Text,,"Any material amendments made to transaction documents, including the name and item code (pursuant to Table 3 in Annex 1) of the document as well as a detailed description of the amendments.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MtrlAmdmntToTxDoc/Desc,,,
39,,,,,,,,NoDataOption,,,,,,P,SESS6,Material Amendment to Transaction Documents,,,or,<NoDataOptn>,[1..1],NoDataJustification3Choice,,,Reason for not providing data for material amendments.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MtrlAmdmntToTxDoc/NoDataOptn,,,
40,,,,,,,,,NoData,,,,11,E,SESS6,Material Amendment to Transaction Documents,"NONE (this is an enumeration, controlled as XSD level)",enumeration,or,<NoData>,[1..1],,NoDataAllowedJustification3Code,,Options for field values when data is not available.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MtrlAmdmntToTxDoc/NoDataOptn/NoData,,,
41,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,ND5,NoData5,Not applicable.,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,ItemCode,,,,,,,P,SESS6,Material Amendment to Transaction Documents,,Enumeration,,<ItmCd>,[1..1],SecuritisationItem1Choice,,,Provides the item code(s) (pursuant to Table 3 in Annex I) corresponding to the amendments.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/ItmCd,,,
46,,,,,,,,Code,,,,,487,E,SESS6,Material Amendment to Transaction Documents,,Enumeration,,<Cd>,[1..n],,SecuritisationItem1Code,,The item code related to any material amendments made to transaction documents.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/ItmCd/Cd,,,
47,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,1,UnderlyingExposuresOrUnderlyingReceivablesOrCreditClaims,Underlying exposures or underlying receivables or credit claims,,,,
48,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,7,TrustDeedOrOtherAgreement,"Trust deed; security deed; agency agreement; account bank
agreement; guaranteed investment contract; incorporated terms or
master trust framework or master definitions agreement or such legal
documentation with equivalent legal value",,,,
49,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,4,AssetSaleAgreement,Asset sale agreement; assignment; novation or transfer agreement;  any relevant declaration of trust,,,,
50,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,5,DerivativeOrGuaranteesAgreement,"Derivatives and guarantees agreements; any relevant documents on
collateralisation arrangements where the exposures being securitised
remain exposures of the originator",,,,
51,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,3,FinalOfferingDocumentOrProspectusClosingTransactionDocuments,"Final offering document; prospectus; closing transaction documents, excluding legal opinions ",,,,
52,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,11,InsideInformation,"Inside information relating to the securitisation that the originator,
sponsor or SSPE is obliged to make public in accordance with the Regulation.",,,,
53,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,8,InterCreditorAgreements,"Inter-creditor agreements; derivatives documentation; subordinated loan agreements; start-up loan agreements and liquidity facility agreements",,,,
54,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,2,InvestorReport,Investor report,,,,
55,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,9,OtherUnderlyingDocumentation,Any other underlying documentation that is essential for the understanding of the transaction,,,,
56,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,6,ServicingAgreement,"Servicing; back-up servicing; administration and cash management
agreements",,,,
57,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,12,SignificantEvent,"A significant event, such as:
(i) a material breach of the obligations provided for in the documents made available in accordance with Article
7(1)(b) of Regulation (EU) 2017/2402, including any remedy, waiver or consent subsequently provided in relation to such a breach;
(ii) a change in the structural features that can materially impact the performance of the securitisation;
(iii) a change in the risk characteristics of the securitisation or of the underlying exposures that can materially impact the performance of the securitisation;
(iv) in the case of STS securitisations, where the securitisation ceases to meet the STS requirements or where competent authorities have taken remedial or
administrative actions;
(v) any material amendment to transaction documents.",,,,
58,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,10,STSNotification,"Simple, transparent and standardised notification pursuant to Article 27 of Regulation (EU) 2017/2402 ",,,,
59,,,,,,,,NoDataOption,,,,,,P,SESS6,Material Amendment to Transaction Documents,,,or,<NoDataOptn>,[1..1],NoDataJustification3Choice,,,Reason for not providing data for material amendments.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/ItmCd/NoDataOptn,,,
60,,,,,,,,,NoData,,,,488,E,SESS6,Material Amendment to Transaction Documents,"NONE (this is an enumeration, controlled as XSD level)",enumeration,or,<NoData>,[1..1],,NoDataAllowedJustification3Code,,Options for field values when data is not available.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/ItmCd/NoDataOptn/NoData,,,
61,,,,,,,,,,,,,,C,SESS6,Material Amendment to Transaction Documents,,,,,,,ND5,NoData5,Not applicable.,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,PerfectionOfSale,,,,,,,P,SESS7,Perfection Of Sale,,,,<PrfctnOfSale>,[1..1],YesNoIndicator2Choice,,,"Indicates whether, pursuant to Article 20(5) of Regulation (EU) 2017/2402, the transfer of underlying exposures to the SSPE (i.e. perfection of sale) is being performed after the securitisation closing date.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/PrfctnOfSale,,,
66,,,,,,,,Indicator,,,,,12,E,SESS7,Perfection Of Sale,"NONE (this is an enumeration, controlled as XSD level)","xs:boolean
",or,<Ind>,[1..1],,YesNoIndicator,,Yes/No indicator.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/PrfctnOfSale/Ind,,,
67,,,,,,,,NoDataOption,,,,,,P,SESS7,Perfection Of Sale,,,or,<NoDataOptn>,[1..1],NoDataJustification3Choice,,,Reason for not providing data.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/PrfctnOfSale/NoDataOptn,,,
68,,,,,,,,,NoData,,,,13,E,SESS7,Perfection Of Sale,"NONE (this is an enumeration, controlled as XSD level)",enumeration,or,<NoData>,[1..1],,NoDataAllowedJustification3Code,,Options for field values when data is not available.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/PrfctnOfSale/NoDataOptn/NoData,,,
69,,,,,,,,,,,,,,C,SESS7,Perfection Of Sale,,,,,,,ND5,NoData5,Not applicable.,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,CurrentWaterfallType,,,,,,14,E,SESS8,Current Waterfall Type,"NONE (this is an enumeration, controlled as XSD level)",enumeration,,<CurWtrfllTp>,[1..1],,WaterfallType2Code,,Choose the closest waterfall arrangement currently applicable to the securitisation.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/CurWtrfllTp,,,
74,,,,,,,,,,,,,,C,SESS8,Current Waterfall Type,,,,,,,TRWT,TurboWaterfall,Waterfall type is turbo waterfall.,,,,
75,,,,,,,,,,,,,,C,SESS8,Current Waterfall Type,,,,,,,SQWT,SequentialWaterfall,Waterfall type is sequential waterfall.,,,,
76,,,,,,,,,,,,,,C,SESS8,Current Waterfall Type,,,,,,,PRSQ,CurrentlyProRataPossibilityToSwitchToSequential,"Waterfall type is Currently Pro-rata, with Possibility to Switch to Sequential in the Future.",,,,
77,,,,,,,,,,,,,,C,SESS8,Current Waterfall Type,,,,,,,SQPR,CurrentlySequentialPossibilityToSwitchToProRata,"Waterfall type is Currently Sequential, with Possibility to Switch to Pro-rata in the Future.",,,,
78,,,,,,,,,,,,,,C,SESS8,Current Waterfall Type,,,,,,,PRWT,ProRataWaterfall,Waterfall type is pro-rata saterfall.,,,,
79,,,,,,,,,,,,,,C,SESS8,Current Waterfall Type,,,,,,,OTHR,Other,Other type of waterfall.,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,MasterTrustData,,,,,,,P,SESS9,Master Trust Type,,,,<MstrTrstData>,[1..1],MasterTrustData1,,,Information about master trust.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData,,,
82,,,,,,,,Type,,,,,,P,SESS9,Master Trust Type,,,,<Tp>,[1..1],MasterTrustType1Choice,,,"If the securitisation has a master trust structure, select the most appropriate description of the structure.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/Tp,,,
83,,,,,,,,,Code,,,,15,E,SESS9,Master Trust Type,"NONE (this is an enumeration, controlled as XSD level)",enumeration,or,<Cd>,[1..1],,MasterTrustType1Code,,"If the securitisation has a master trust structure, select the most appropriate description of the structure.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/Tp/Cd,,,
84,,,,,,,,,,,,,,C,SESS9,Master Trust Type,,,,,,,CSTR,CapitalistStructure,"Master trust type is capitalist structure, that is each SSPE is independent from other SSPEs with respect to note issuance and cashflow distribution.",,,,
85,,,,,,,,,,,,,,C,SESS9,Master Trust Type,,,,,,,OTHR,Other,Any other type of master trust type.,,,,
86,,,,,,,,,,,,,,C,SESS9,Master Trust Type,,,,,,,SSTR,SocialistStructure,"Master trust type is socialist structure, or de-linked master trust. Losses are shared across all SSPEs and single classes of notes are issued independently from more senior or junior classes.",,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,NoDataOption,,,,,P,SESS9,Master Trust Type,,,or,<NoDataOptn>,[1..1],NoDataJustification3Choice,,,Reason for not providing data for master trust type.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/Tp/NoDataOptn,,,
89,,,,,,,,,,NoData,,,16,E,SESS9,Master Trust Type,"NONE (this is an enumeration, controlled as XSD level)",enumeration,or,<NoData>,[1..1],,NoDataAllowedJustification3Code,,Options for field values when data is not available.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/Tp/NoDataOptn/NoData,,,
90,,,,,,,,,,,,,,C,SESS9,Master Trust Type,,,,,,,ND5,NoData5,Not applicable.,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,SecuritisationSpecialPurposeEntityData,,,,,,P,,,,,,<ScrtstnSpclPurpNttyData>,[1..1],SecuritisationSpecialPurposeEntityData1,,,"If the securitisation has a master trust structure, enter the Securitisation Special Puprose Entity (SSPE) information.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/ScrtstnSpclPurpNttyData,,,
95,,,,,,,,,FaceValue,,,,,P,SESS10,SSPE Value,,,,<FaceVal>,[1..1],Monetary2Choice,,,"If the securitisation has a master trust structure, enter the face value of all underlying exposures (principal and charges) in which the trust or SSPE has a beneficial interest at the data cut-off date.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/ScrtstnSpclPurpNttyData/FaceVal,,,
96,,,,,,,,,,Value,,,,P,SESS10,SSPE Value,,,or,<Val>,[1..1],AmountAndDirection53,,,"Value and currency of amount.
Include the currency in which the amount is denominated, using {CURRENCYCODE_3} format.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/ScrtstnSpclPurpNttyData/FaceVal/Val,,,
97,,,,,,,,,,,Amount,,17,E,SESS10,SSPE Value,"The currency field must contain a valid ISO currency code
","xs:decimal
fractionDigits: 5
minInclusive: 0
totalDigits: 18",,<Amt>,[1..1],,ActiveOrHistoricCurrencyAndAmount,,"Amount of money that results in an increase (positively signed) or decrease (negatively signed), with specification of the currency.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/ScrtstnSpclPurpNttyData/FaceVal/Val/Amt,,,
98,,,,,,,,,,,,Xml Attribute Currency,18,E,SESS10,SSPE Value,1) The currency field must contain a valid ISO currency code,"xs:string
Pattern: [A-Z]{3,3}",,<Ccy>,[1..1],,ActiveOrHistoricCurrencyCode,,Medium of exchange of currency.,,,,
99,,,,,,,,,,,,,,,,,,,Algorithm: ActiveOrHistoricCurrency,,,,,,"The Currency Code must be registered, or have already been registered. Valid active or historic currency codes are registered with the ISO 4217 Maintenance Agency, consist of three (3) contiguous letters, and may be or not be withdrawn on the day the message containing the Currency is exchanged.",,,,
100,,,,,,,,,,,,Algorithm: CurrencyAmount,,,,,,,,,,,,,"The number of fractional digits (or minor unit of currency) must comply with ISO 4217.
Note: The decimal separator is a dot.",,,,
101,,,,,,,,,,,Sign,,19,E,SESS10,SSPE Value,,"xs:boolean
",,<Sgn>,[0..1],,PlusOrMinusIndicator,,"Indicates that the amount value is positive or negative.
Usage: PlusOrMinusIndicator may take the following values:
    - True and 1 means Plus
    - False and 0 means Minus
When absent, the amount is positive.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/ScrtstnSpclPurpNttyData/FaceVal/Val/Sgn,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,NoDataOption,,,,P,SESS10,SSPE Value,,,or,<NoDataOptn>,[1..1],NoDataJustification3Choice,,,Reason for not providing data for amount and currency.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/ScrtstnSpclPurpNttyData/FaceVal/NoDataOptn,,,
104,,,,,,,,,,,NoData,,20,E,SESS10,SSPE Value,"NONE (this is an enumeration, controlled as XSD level)",enumeration,or,<NoData>,[1..1],,NoDataAllowedJustification3Code,,Options for field values when data is not available.,/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/ScrtstnSpclPurpNttyData/FaceVal/NoDataOptn/NoData,,,
105,,,,,,,,,,,,,,C,SESS10,SSPE Value,,,,,,,ND5,NoData5,Not applicable.,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,PrincipalValue,,,,,P,SESS11,SSPE Principal Value,,,,<PrncplVal>,[1..1],Monetary2Choice,,,"If the securitisation has a master trust structure, enter the face value of all underlying exposures (principal only) in which the trust had a beneficial interest at the data cut-off date.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/ScrtstnSpclPurpNttyData/PrncplVal,,,
110,,,,,,,,,,Value,,,,P,SESS11,SSPE Principal Value,,,or,<Val>,[1..1],AmountAndDirection53,,,"Value and currency of amount.
Include the currency in which the amount is denominated, using {CURRENCYCODE_3} format.",/Document/ScrtstnNonAsstBckdComrclPprSgnfcntEvtInvstrRpt/NewCrrctn/Scrtstn/InsdInfOrSgnfcntEvt/RgltryData/MstrTrstData/ScrtstnSpclPurpNttyData/PrncplVal/Val,,,
